200;Medio;X;Cha;1;1001;1;0;0;0;0;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;2;1002;1;0;0;0;0;0;28;2;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;3;1003;1;0;0;0;0;0;28;3;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;4;1004;1;0;0;0;0;0;28;4;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;5;1005;1;0;0;0;0;0;28;5;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;6;1006;1;0;0;0;0;0;27;6;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;7;1007;1;0;0;0;0;0;27;7;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;8;1008;1;0;0;0;0;0;27;8;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;9;1009;9;0;0;0;0;0;27;9;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;10;1010;1;0;0;0;0;0;27;10;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;11;1011;1;0;0;0;0;0;26;11;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;12;1012;1;0;0;0;0;0;26;12;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;13;1013;1;0;0;0;0;0;26;13;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;14;1014;1;0;0;0;0;0;25;14;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;15;1015;1;0;0;0;0;0;25;15;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;16;1016;1;0;0;0;0;0;25;16;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;17;1017;1;0;0;0;0;0;25;17;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;18;1018;3;0;0;0;0;0;24;18;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;19;1019;9;0;0;0;0;0;24;19;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;20;1020;1;0;0;0;0;0;24;20;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;21;1021;1;0;0;0;0;0;24;21;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;22;1022;1;0;0;0;0;0;24;22;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;23;1023;1;0;0;0;0;0;24;23;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;24;1024;1;0;0;0;0;0;24;24;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;25;1025;9;0;0;0;0;0;24;25;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;26;1026;5;0;0;0;0;0;23;26;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;27;1027;1;0;0;0;0;0;23;27;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;28;1028;1;0;0;0;0;0;23;28;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;29;1029;1;0;0;0;0;0;23;29;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;30;1030;1;0;0;0;0;0;23;30;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;31;1031;1;0;0;0;0;0;23;31;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;32;1032;1;0;0;0;0;0;23;32;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;33;1033;1;0;0;0;0;0;23;33;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;34;1034;1;0;0;0;0;0;23;34;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;35;1035;1;0;0;0;0;0;23;35;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;36;1036;7;0;0;0;0;0;23;36;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;37;1037;1;0;0;0;0;0;23;37;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;38;1038;1;0;0;0;0;0;23;38;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;39;1039;1;0;0;0;0;0;23;39;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;40;1040;1;0;0;0;0;0;22;40;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;41;1041;9;0;0;0;0;0;22;41;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;42;1042;1;0;0;0;0;0;22;42;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;43;1043;1;0;0;0;0;0;22;43;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;44;1044;1;0;0;0;0;0;22;44;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;45;1045;1;0;0;0;0;0;22;45;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;46;1046;1;0;0;0;0;0;22;46;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;47;1047;1;0;0;0;0;0;22;47;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;48;1048;9;0;0;0;0;0;22;48;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;49;1049;1;0;0;0;0;0;22;49;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;50;1050;1;0;0;0;0;0;22;50;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;51;1051;3;0;0;0;0;0;22;51;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;52;1052;1;0;0;0;0;0;22;52;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;53;1053;1;0;0;0;0;0;22;53;0;0;0;0;0;0;0;0;0;0;0;0;30
200;Medio;X;Cha;54;1054;1;0;0;0;0;0;22;54;0;0;0;0;0;0;0;0;0;0;0;0;30
